1b829945-3522-48a9-bc32-d1792c25b395;hola;hallo;Hola, ¿cómo estás?;1;Unit 1 – Hola, me llamo…;Begrüßung
5c51a276-77df-44c2-a88c-95bc6914b798;adiós;tschüss;Adiós, hasta mañana;1;Unit 1 – Hola, me llamo…;Begrüßung
5cf46876-bb5e-44aa-ac92-362ad8dcce2e;buenos días;guten Morgen;Buenos días, señor;1;Unit 1 – Hola, me llamo…;Begrüßung
e753f43b-8704-4651-a6ef-a9c483a73870;buenas tardes;guten Tag;Buenas tardes, mamá;1;Unit 1 – Hola, me llamo…;Begrüßung
e61f877b-fd3a-425a-9659-940b1ae6743b;buenas noches;gute Nacht;Buenas noches, papá;1;Unit 1 – Hola, me llamo…;Begrüßung
7d96b64d-d2dd-4c18-a931-cbdd84118e68;¿cómo estás?;wie geht’s;¿Cómo estás hoy?;1;Unit 1 – Hola, me llamo…;Begrüßung
1b72601f-64ca-49c6-9552-c2fd011f9c24;bien;gut;Estoy bien;1;Unit 1 – Hola, me llamo…;Begrüßung
1164410f-2891-47be-b3da-a9870303a55d;mal;schlecht;Estoy mal;1;Unit 1 – Hola, me llamo…;Begrüßung
cb5b0954-b58c-4a20-b4f4-9251df3fad32;más o menos;so lala;Estoy más o menos;1;Unit 1 – Hola, me llamo…;Begrüßung
00d4b223-7710-4488-9f88-194f9d21bf34;gracias;danke;Gracias por el regalo;1;Unit 1 – Hola, me llamo…;Begrüßung
4dd5d5c2-4113-4ea3-98ce-9cb1e41b4678;por favor;bitte;Por favor, repite;1;Unit 1 – Hola, me llamo…;Begrüßung
f725f537-52ba-48fe-b509-ca49ac589421;de nada;gern geschehen;De nada, amigo;1;Unit 1 – Hola, me llamo…;Begrüßung
596e322a-eb1f-4903-a11e-d7f67cd8b2e8;me llamo…;ich heiße…;Me llamo Ana;1;Unit 1 – Hola, me llamo…;Begrüßung
de840376-e9bc-4955-b38b-966207dff586;soy…;ich bin…;Soy Pablo;1;Unit 1 – Hola, me llamo…;Begrüßung
0a6e1c55-e0fa-45dd-a908-c26c84d02b93;tengo … años;ich bin … Jahre alt;Tengo diez años;1;Unit 1 – Hola, me llamo…;Begrüßung
19ecfb79-4a80-4d26-bb35-320606e1485c;uno;eins;Tengo un lápiz;1;Unit 1 – Hola, me llamo…;Zahlen
5861e148-16d9-4cb0-ac5c-cd4f780d990b;dos;zwei;Tengo dos hermanos;1;Unit 1 – Hola, me llamo…;Zahlen
7f82d60c-8fef-46d8-95c8-569df05e8393;tres;drei;Tres gatos viven aquí;1;Unit 1 – Hola, me llamo…;Zahlen
1cf83676-b45c-41a5-8d5c-66b2ee398cf9;cuatro;vier;Cuatro amigos juegan;1;Unit 1 – Hola, me llamo…;Zahlen
56cb7c1d-d8f6-4067-9eb5-791aba4534ce;cinco;fünf;Cinco libros;1;Unit 1 – Hola, me llamo…;Zahlen
e973d160-0951-437c-9024-22f4c0524db7;seis;sechs;Seis colores;1;Unit 1 – Hola, me llamo…;Zahlen
48c699fc-32ea-42dd-9424-a2fef79205b8;siete;sieben;Siete días;1;Unit 1 – Hola, me llamo…;Zahlen
af285e36-9e68-440c-8720-ff4cc0a46b90;ocho;acht;Ocho lápices;1;Unit 1 – Hola, me llamo…;Zahlen
9b753c08-c22b-4667-ac2a-cdeaea88c869;nueve;neun;Nueve niños;1;Unit 1 – Hola, me llamo…;Zahlen
1f66978e-8380-4ac5-bc76-1d64b9184502;diez;zehn;Tengo diez años;1;Unit 1 – Hola, me llamo…;Zahlen
247c2fe6-e3db-4502-9b12-85c661e8b00a;once;elf;Once caramelos;1;Unit 1 – Hola, me llamo…;Zahlen
553f717b-eb37-4d6e-9f68-68092ee9c4f6;doce;zwölf;Doce meses;1;Unit 1 – Hola, me llamo…;Zahlen
59173cb2-b59e-468e-97a0-f0684c4562b5;trece;dreizehn;Trece estrellas;1;Unit 1 – Hola, me llamo…;Zahlen
42797b52-bfc8-4a47-bf0d-df79c85fca3a;catorce;vierzehn;Catorce flores;1;Unit 1 – Hola, me llamo…;Zahlen
e38fa123-849f-4bf9-83da-c05e2254ccaf;quince;fünfzehn;Quince minutos;1;Unit 1 – Hola, me llamo…;Zahlen
a8846072-704d-4d87-a646-e6f6737aa92d;dieciséis;sechzehn;Dieciséis niños cantan;1;Unit 1 – Hola, me llamo…;Zahlen
ed9c7240-16ea-4c87-97f5-ec7a6abe7a16;diecisiete;siebzehn;Diecisiete globos;1;Unit 1 – Hola, me llamo…;Zahlen
88dccb36-f5f7-4bbe-b89c-6bf3ce1c7852;dieciocho;achtzehn;Dieciocho coches;1;Unit 1 – Hola, me llamo…;Zahlen
008d3c59-1949-4647-9cec-c0f5e23f5308;diecinueve;neunzehn;Diecinueve lápices;1;Unit 1 – Hola, me llamo…;Zahlen
91a858e6-cd72-4374-9e99-7854f99b7a90;veinte;zwanzig;Veinte amigos juegan;1;Unit 1 – Hola, me llamo…;Zahlen
378cd2f9-43e1-4b2a-9dc4-95f123ac2de4;rojo;rot;El coche es rojo;1;Unit 1 – Hola, me llamo…;Farben
81a342c4-23c1-4fb6-b45a-7d30e5897d1c;azul;blau;El cielo es azul;1;Unit 1 – Hola, me llamo…;Farben
c81817b0-56ab-4b8b-a10f-8c89207d7307;verde;grün;La hierba es verde;1;Unit 1 – Hola, me llamo…;Farben
6064fd4e-e999-416a-838d-d45b8fa3a2c7;amarillo;gelb;El sol es amarillo;1;Unit 1 – Hola, me llamo…;Farben
72486a0c-9a34-481a-8e75-01fabcff0554;negro;schwarz;El gato es negro;1;Unit 1 – Hola, me llamo…;Farben
1988de2a-5dd7-4d4a-817c-4f457bf62e81;blanco;weiß;La nieve es blanca;1;Unit 1 – Hola, me llamo…;Farben
7873bd79-98ed-4f43-b2be-2d035ea3b5fb;rosa;rosa;La flor es rosa;1;Unit 1 – Hola, me llamo…;Farben
d4ecfe3f-824c-4851-86f8-2d2d1eff1204;naranja;orange;La naranja es naranja;1;Unit 1 – Hola, me llamo…;Farben
6563f406-35ff-4b5a-9582-ae2ca81eea9c;morado;lila;Me gusta el morado;1;Unit 1 – Hola, me llamo…;Farben
ba8c1f35-34c9-4778-9669-280cedef92d2;feliz;glücklich;Estoy feliz hoy;1;Unit 1 – Hola, me llamo…;Gefühle
56a75b43-7801-4c88-bd62-89936e07dc1a;triste;traurig;Estoy triste;1;Unit 1 – Hola, me llamo…;Gefühle
22789d0e-2645-4ca5-a6de-67aa40f69ec8;cansado;müde;Estoy cansado;1;Unit 1 – Hola, me llamo…;Gefühle
12f95d52-2317-4d76-9c57-72980f3dc93f;enfadado;wütend;Estoy enfadado;1;Unit 1 – Hola, me llamo…;Gefühle
666208bf-2f64-40c6-a643-9423e760305e;sorprendido;überrascht;Estoy sorprendido;1;Unit 1 – Hola, me llamo…;Gefühle
501ce956-56a9-4c4a-bac2-84173442a51c;correr;rennen;Me gusta correr;1;Unit 1 – Hola, me llamo…;Verben
120c908e-a4a0-4398-90f7-5f4869dff86a;saltar;springen;Puedo saltar alto;1;Unit 1 – Hola, me llamo…;Verben
cac5ba5d-df63-4e81-b456-78974bdf48c0;jugar;spielen;Me gusta jugar;1;Unit 1 – Hola, me llamo…;Verben
a15a0bf5-6d21-43c8-81dc-797d5bddc83b;leer;lesen;Leo un libro;1;Unit 1 – Hola, me llamo…;Verben
f49d6d10-51dd-4260-9377-bd83521bab48;escribir;schreiben;Escribo mi nombre;1;Unit 1 – Hola, me llamo…;Verben
3162ae61-0c5d-45f3-b198-621636dc9238;escuchar;hören;Escucho música;1;Unit 1 – Hola, me llamo…;Verben
cdfedd7e-de1b-4258-b08c-712e4c8d4e9e;hablar;sprechen;Hablo español;1;Unit 1 – Hola, me llamo…;Verben
2299ea7c-13a6-4c19-8230-ebad5e916d0f;mirar;schauen;Miro la pizarra;1;Unit 1 – Hola, me llamo…;Verben
ec9f957c-cec0-418f-ac38-ac276544bf6e;la mesa;der Tisch;La mesa es grande;1;Unit 1 – Hola, me llamo…;Klassenzimmer
54a923a0-b646-4213-93dd-174f20f75d1b;la silla;der Stuhl;La silla es azul;1;Unit 1 – Hola, me llamo…;Klassenzimmer
cc70ac53-bc57-4bcc-9e63-40cf041985f9;el libro;das Buch;Tengo un libro;1;Unit 1 – Hola, me llamo…;Klassenzimmer
4d534263-f2fc-4f6a-ad6a-70ba3c0662fc;el lápiz;der Bleistift;Uso un lápiz;1;Unit 1 – Hola, me llamo…;Klassenzimmer
e8a03ea1-95f6-40dc-ad89-faab24fe1b78;el bolígrafo;der Stift;El bolígrafo es rojo;1;Unit 1 – Hola, me llamo…;Klassenzimmer
90c12dcb-8c15-49a9-ab77-244fbb542ad7;la goma;der Radiergummi;Uso la goma;1;Unit 1 – Hola, me llamo…;Klassenzimmer
c187b166-e5c0-4c57-b1a3-7daf4bed2851;la mochila;der Rucksack;Mi mochila es verde;1;Unit 1 – Hola, me llamo…;Klassenzimmer
adb5877d-80ab-4d22-add8-c5fa19a0a7e5;la pizarra;die Tafel;La pizarra es blanca;1;Unit 1 – Hola, me llamo…;Klassenzimmer
8969c78b-554f-4418-b1be-184e36392914;el profesor;der Lehrer;El profesor habla;1;Unit 1 – Hola, me llamo…;Klassenzimmer
60c2da55-f221-42d0-add7-4b317d44b2fb;la profesora;die Lehrerin;La profesora escribe;1;Unit 1 – Hola, me llamo…;Klassenzimmer
95f60121-fd76-42b0-a12f-9070f4ecda7a;el agua;Wasser;Bebo agua;1;Unit 1 – Hola, me llamo…;Alltag
6cfee421-23a4-4843-a08d-2adf2e8a87dd;la casa;Haus;Mi casa es grande;1;Unit 1 – Hola, me llamo…;Alltag
e0e0caab-cd65-4cdc-ade5-a224c873d9ad;el amigo;Freund;Él es mi amigo;1;Unit 1 – Hola, me llamo…;Alltag
91fef433-5475-4578-977e-eaef7fc15db3;la amiga;Freundin;Ella es mi amiga;1;Unit 1 – Hola, me llamo…;Alltag
18adbc99-6431-49ae-8ac5-8133d6395e11;el perro;Hund;El perro corre;1;Unit 1 – Hola, me llamo…;Alltag
9edcc133-bbe8-4d7f-9891-3c0fc49f06bb;el gato;Katze;El gato duerme;1;Unit 1 – Hola, me llamo…;Alltag
50af4245-49ff-430a-b5c6-c542ac31a225;el sol;Sonne;El sol brilla;1;Unit 1 – Hola, me llamo…;Alltag
f547f57b-068f-4da3-b685-906d11844f5d;la luna;Mond;La luna es blanca;1;Unit 1 – Hola, me llamo…;Alltag
09bd1a36-d2de-4f87-ae33-a0f4607b89ad;la estrella;Stern;Veo una estrella;1;Unit 1 – Hola, me llamo…;Alltag
517a7918-1002-4781-9536-a8903270b4f3;la familia;die Familie;Mi familia es grande;1;Unit 2 – Mi familia y yo;Familie
9f4e96ba-8a5a-4a2e-a6ff-49a8da5a7f0d;la madre;die Mutter;Mi madre cocina;1;Unit 2 – Mi familia y yo;Familie
d208129c-50e1-4f6a-a7ae-1125278b96f0;el padre;der Vater;Mi padre trabaja;1;Unit 2 – Mi familia y yo;Familie
226e58f4-7416-4669-985a-e4cd7e1cd61d;los padres;die Eltern;Mis padres son amables;1;Unit 2 – Mi familia y yo;Familie
26584744-d25d-4bfc-91d3-6fa5ba80c28b;el hermano;der Bruder;Mi hermano juega conmigo;1;Unit 2 – Mi familia y yo;Familie
6de4a762-9755-4458-9426-ad5fab4c1273;la hermana;die Schwester;Mi hermana canta;1;Unit 2 – Mi familia y yo;Familie
2f579865-e3cd-4ced-bba1-7d6ffab8b76c;el hijo;der Sohn;Él es su hijo;1;Unit 2 – Mi familia y yo;Familie
2244e410-7938-4102-848d-507c2c682387;la hija;die Tochter;Ella es su hija;1;Unit 2 – Mi familia y yo;Familie
4061ebf3-74f4-454e-9f63-f5b553819afc;el abuelo;der Opa;Mi abuelo lee;1;Unit 2 – Mi familia y yo;Familie
34ea3b7d-a0a0-416e-af54-e50eab17582c;la abuela;die Oma;Mi abuela cocina;1;Unit 2 – Mi familia y yo;Familie
